DATASET_NAME,SOURCE,SENSOR,PARAMETER,PROJ_NAME,SDPN,DS_SHORT_NAME,TOPIC,TERM,SOURCE_TYPE
RSS SSMIS OCEAN PRODUCT GRIDS DAILY FROM DMSP F16 NETCDF,DMSP-F16,SSMIS,CLOUD LIQUID WATER/ICE,DISCOVER,,rssmif16d,ATMOSPHERE,CLOUDS,SATELLITE
RSS SSMIS OCEAN PRODUCT GRIDS DAILY FROM DMSP F16 NETCDF,DMSP-F16,SSMIS,WATER VAPOR,DISCOVER,,rssmif16d,ATMOSPHERE,ATMOSPHERIC WATER VAPOR,SATELLITE
RSS SSMIS OCEAN PRODUCT GRIDS DAILY FROM DMSP F16 NETCDF,DMSP-F16,SSMIS,RAIN,DISCOVER,,rssmif16d,ATMOSPHERE,PRECIPITATION,SATELLITE
RSS SSMIS OCEAN PRODUCT GRIDS 3-DAY AVERAGE FROM DMSP F16 NETCDF,DMSP-F16,SSMIS,SURFACE WINDS,DISCOVER,,rssmif16d3d,ATMOSPHERE,ATMOSPHERIC WINDS,SATELLITE
RSS SSMIS OCEAN PRODUCT GRIDS 3-DAY AVERAGE FROM DMSP F16 NETCDF,DMSP-F16,SSMIS,CLOUD LIQUID WATER/ICE,DISCOVER,,rssmif16d3d,ATMOSPHERE,CLOUDS,SATELLITE
RSS SSMIS OCEAN PRODUCT GRIDS 3-DAY AVERAGE FROM DMSP F16 NETCDF,DMSP-F16,SSMIS,WATER VAPOR,DISCOVER,,rssmif16d3d,ATMOSPHERE,ATMOSPHERIC WATER VAPOR,SATELLITE
RSS SSMIS OCEAN PRODUCT GRIDS 3-DAY AVERAGE FROM DMSP F16 NETCDF,DMSP-F16,SSMIS,RAIN,DISCOVER,,rssmif16d3d,ATMOSPHERE,PRECIPITATION,SATELLITE
RSS SSMIS OCEAN PRODUCT GRIDS MONTHLY AVERAGE FROM DMSP F16 NETCDF,DMSP-F16,SSMIS,SURFACE WINDS,DISCOVER,,rssmif16m,ATMOSPHERE,ATMOSPHERIC WINDS,SATELLITE
RSS SSMIS OCEAN PRODUCT GRIDS MONTHLY AVERAGE FROM DMSP F16 NETCDF,DMSP-F16,SSMIS,CLOUD LIQUID WATER/ICE,DISCOVER,,rssmif16m,ATMOSPHERE,CLOUDS,SATELLITE
RSS SSMIS OCEAN PRODUCT GRIDS MONTHLY AVERAGE FROM DMSP F16 NETCDF,DMSP-F16,SSMIS,WATER VAPOR,DISCOVER,,rssmif16m,ATMOSPHERE,ATMOSPHERIC WATER VAPOR,SATELLITE
RSS SSMIS OCEAN PRODUCT GRIDS MONTHLY AVERAGE FROM DMSP F16 NETCDF,DMSP-F16,SSMIS,RAIN,DISCOVER,,rssmif16m,ATMOSPHERE,PRECIPITATION,SATELLITE
RSS SSMIS OCEAN PRODUCT GRIDS WEEKLY AVERAGE FROM DMSP F16 NETCDF,DMSP-F16,SSMIS,SURFACE WINDS,DISCOVER,,rssmif16w,ATMOSPHERE,ATMOSPHERIC WINDS,SATELLITE
RSS SSMIS OCEAN PRODUCT GRIDS WEEKLY AVERAGE FROM DMSP F16 NETCDF,DMSP-F16,SSMIS,CLOUD LIQUID WATER/ICE,DISCOVER,,rssmif16w,ATMOSPHERE,CLOUDS,SATELLITE
RSS SSMIS OCEAN PRODUCT GRIDS WEEKLY AVERAGE FROM DMSP F16 NETCDF,DMSP-F16,SSMIS,WATER VAPOR,DISCOVER,,rssmif16w,ATMOSPHERE,ATMOSPHERIC WATER VAPOR,SATELLITE
RSS SSMIS OCEAN PRODUCT GRIDS WEEKLY AVERAGE FROM DMSP F16 NETCDF,DMSP-F16,SSMIS,RAIN,DISCOVER,,rssmif16w,ATMOSPHERE,PRECIPITATION,SATELLITE
GPM GROUND VALIDATION UND CITATION CLOUD MICROPHYSICS MC3E,UND CITATION II,INS,ATTITUDE CHARACTERISTICS,MC3E,,gpmcmmc3e,SPECTRAL/ENGINEERING,PLATFORM CHARACTERISTICS,AIRCRAFT
GPM GROUND VALIDATION UND CITATION CLOUD MICROPHYSICS MC3E,UND CITATION II,LASER HYGROMETERS,DEW POINT TEMPERATURE,MC3E,,gpmcmmc3e,ATMOSPHERE,ATMOSPHERIC WATER VAPOR,AIRCRAFT
GPM GROUND VALIDATION UND CITATION CLOUD MICROPHYSICS MC3E,UND CITATION II,CDP,DROPLET CONCENTRATION/SIZE,MC3E,,gpmcmmc3e,ATMOSPHERE,CLOUDS,AIRCRAFT
GPM GROUND VALIDATION UND CITATION CLOUD MICROPHYSICS MC3E,UND CITATION II,CDP,PARTICULATE MATTER,MC3E,,gpmcmmc3e,ATMOSPHERE,AEROSOLS,AIRCRAFT
GPM GROUND VALIDATION UND CITATION CLOUD MICROPHYSICS MC3E,UND CITATION II,CDP,AEROSOL PARTICLE PROPERTIES,MC3E,,gpmcmmc3e,ATMOSPHERE,AEROSOLS,AIRCRAFT
GPM GROUND VALIDATION UND CITATION CLOUD MICROPHYSICS MC3E,UND CITATION II,CDP,CLOUD DROPLET SPECTRUM,MC3E,,gpmcmmc3e,ATMOSPHERE,CLOUDS,AIRCRAFT
GPM GROUND VALIDATION UND CITATION CLOUD MICROPHYSICS MC3E,UND CITATION II,PARTICLE SPECTROMETER,DROPLET CONCENTRATION/SIZE,MC3E,,gpmcmmc3e,ATMOSPHERE,CLOUDS,AIRCRAFT
GPM GROUND VALIDATION UND CITATION CLOUD MICROPHYSICS MC3E,UND CITATION II,PARTICLE SPECTROMETER,PARTICULATE MATTER,MC3E,,gpmcmmc3e,ATMOSPHERE,AEROSOLS,AIRCRAFT
GPM GROUND VALIDATION UND CITATION CLOUD MICROPHYSICS MC3E,UND CITATION II,PARTICLE SPECTROMETER,AEROSOL PARTICLE PROPERTIES,MC3E,,gpmcmmc3e,ATMOSPHERE,AEROSOLS,AIRCRAFT
GPM GROUND VALIDATION UND CITATION CLOUD MICROPHYSICS MC3E,UND CITATION II,PARTICLE SPECTROMETER,CLOUD PARTICLES,MC3E,,gpmcmmc3e,ATMOSPHERE,CLOUDS,AIRCRAFT
GPM GROUND VALIDATION UND CITATION CLOUD MICROPHYSICS MC3E,UND CITATION II,PMS 2D-C PROBE,DROPLET CONCENTRATION/SIZE,MC3E,,gpmcmmc3e,ATMOSPHERE,CLOUDS,AIRCRAFT
GPM GROUND VALIDATION UND CITATION CLOUD MICROPHYSICS MC3E,UND CITATION II,PMS 2D-C PROBE,PARTICULATE MATTER,MC3E,,gpmcmmc3e,ATMOSPHERE,AEROSOLS,AIRCRAFT
GPM GROUND VALIDATION UND CITATION CLOUD MICROPHYSICS MC3E,UND CITATION II,PMS 2D-C PROBE,AEROSOL PARTICLE PROPERTIES,MC3E,,gpmcmmc3e,ATMOSPHERE,AEROSOLS,AIRCRAFT
GPM GROUND VALIDATION UND CITATION CLOUD MICROPHYSICS MC3E,UND CITATION II,PMS 2D-C PROBE,CLOUD PARTICLES,MC3E,,gpmcmmc3e,ATMOSPHERE,CLOUDS,AIRCRAFT
GPM GROUND VALIDATION UND CITATION CLOUD MICROPHYSICS MC3E,UND CITATION II,CPI PROBE,DROPLET CONCENTRATION/SIZE,MC3E,,gpmcmmc3e,ATMOSPHERE,CLOUDS,AIRCRAFT
GPM GROUND VALIDATION UND CITATION CLOUD MICROPHYSICS MC3E,UND CITATION II,CPI PROBE,PARTICULATE MATTER,MC3E,,gpmcmmc3e,ATMOSPHERE,AEROSOLS,AIRCRAFT
GPM GROUND VALIDATION UND CITATION CLOUD MICROPHYSICS MC3E,UND CITATION II,CPI PROBE,AEROSOL PARTICLE PROPERTIES,MC3E,,gpmcmmc3e,ATMOSPHERE,AEROSOLS,AIRCRAFT
GPM GROUND VALIDATION UND CITATION CLOUD MICROPHYSICS MC3E,UND CITATION II,CPI PROBE,PARTICLE IMAGES,MC3E,,gpmcmmc3e,ATMOSPHERE,AEROSOLS,AIRCRAFT
GPM GROUND VALIDATION UND CITATION CLOUD MICROPHYSICS MC3E,UND CITATION II,HVPS,DROPLET CONCENTRATION/SIZE,MC3E,,gpmcmmc3e,ATMOSPHERE,CLOUDS,AIRCRAFT
GPM GROUND VALIDATION UND CITATION CLOUD MICROPHYSICS MC3E,UND CITATION II,HVPS,PARTICULATE MATTER,MC3E,,gpmcmmc3e,ATMOSPHERE,AEROSOLS,AIRCRAFT
GPM GROUND VALIDATION UND CITATION CLOUD MICROPHYSICS MC3E,UND CITATION II,HVPS,AEROSOL PARTICLE PROPERTIES,MC3E,,gpmcmmc3e,ATMOSPHERE,AEROSOLS,AIRCRAFT
GPM GROUND VALIDATION UND CITATION CLOUD MICROPHYSICS MC3E,UND CITATION II,HVPS,PARTICLE IMAGES,MC3E,,gpmcmmc3e,ATMOSPHERE,AEROSOLS,AIRCRAFT
GPM GROUND VALIDATION UND CITATION CLOUD MICROPHYSICS MC3E,UND CITATION II,UHSAS,AEROSOL SIZE,MC3E,,gpmcmmc3e,ATMOSPHERE,AEROSOLS,AIRCRAFT
GPM GROUND VALIDATION UND CITATION CLOUD MICROPHYSICS MC3E,UND CITATION II,UHSAS,AEROSOLS,MC3E,,gpmcmmc3e,ATMOSPHERE,AEROSOLS,AIRCRAFT
GPM GROUND VALIDATION UND CITATION CLOUD MICROPHYSICS MC3E,UND CITATION II,UHSAS,PARTICULATE MATTER,MC3E,,gpmcmmc3e,ATMOSPHERE,AEROSOLS,AIRCRAFT
GPM GROUND VALIDATION UND CITATION CLOUD MICROPHYSICS MC3E,UND CITATION II,UHSAS,AEROSOL PARTICLE PROPERTIES,MC3E,,gpmcmmc3e,ATMOSPHERE,AEROSOLS,AIRCRAFT
GPM GROUND VALIDATION UND CITATION CLOUD MICROPHYSICS MC3E,UND CITATION II,KING PROBE,LIQUID WATER CONTENT,MC3E,,gpmcmmc3e,ATMOSPHERE,CLOUDS,AIRCRAFT
GPM GROUND VALIDATION UND CITATION CLOUD MICROPHYSICS MC3E,UND CITATION II,KING PROBE,CLOUD LIQUID WATER/ICE,MC3E,,gpmcmmc3e,ATMOSPHERE,CLOUDS,AIRCRAFT
GPM GROUND VALIDATION UND CITATION CLOUD MICROPHYSICS MC3E,UND CITATION II,ROSEMOUNT ICING DETECTOR,LIQUID WATER CONTENT,MC3E,,gpmcmmc3e,ATMOSPHERE,CLOUDS,AIRCRAFT
GPM GROUND VALIDATION UND CITATION CLOUD MICROPHYSICS MC3E,UND CITATION II,ROSEMOUNT ICING DETECTOR,CLOUD LIQUID WATER/ICE,MC3E,,gpmcmmc3e,ATMOSPHERE,CLOUDS,AIRCRAFT
GPM GROUND VALIDATION CAMPAIGN REPORTS MC3E,MISSION REPORTS,VISUAL OBSERVATIONS,PRECIPITATION,MC3E,,gpmmisrepmc3e,ATMOSPHERE,PRECIPITATION,MAP/CHART/MODEL
GPM GROUND VALIDATION AUTONOMOUS PARSIVEL UNIT (APU) GCPEX,GROUND-BASED OBSERVATIONS,DISDROMETERS,SNOW,GCPEX,,gpmpagcpex,ATMOSPHERE,PRECIPITATION,IN SITU LAND BASED
GPM GROUND VALIDATION AUTONOMOUS PARSIVEL UNIT (APU) GCPEX,GROUND-BASED OBSERVATIONS,APU,SNOW,GCPEX,,gpmpagcpex,ATMOSPHERE,PRECIPITATION,IN SITU LAND BASED
GPM GROUND VALIDATION AUTONOMOUS PARSIVEL UNIT (APU) GCPEX,GROUND-BASED OBSERVATIONS,DISDROMETERS,HYDROMETEORS,GCPEX,,gpmpagcpex,ATMOSPHERE,PRECIPITATION,IN SITU LAND BASED
GPM GROUND VALIDATION AUTONOMOUS PARSIVEL UNIT (APU) GCPEX,GROUND-BASED OBSERVATIONS,APU,HYDROMETEORS,GCPEX,,gpmpagcpex,ATMOSPHERE,PRECIPITATION,IN SITU LAND BASED
RSS MONTHLY 1-DEG MICROWAVE TOTAL PRECIPITABLE WATER NETCDF,DMSP 5D-3/F17,SSMIS,PRECIPITABLE WATER,DISCOVER,,rssm1tpwn,ATMOSPHERE,ATMOSPHERIC WATER VAPOR,SATELLITE
RSS MONTHLY 1-DEG MICROWAVE TOTAL PRECIPITABLE WATER NETCDF,AQUA,AMSR-E,WATER VAPOR,DISCOVER,,rssm1tpwn,ATMOSPHERE,ATMOSPHERIC WATER VAPOR,SATELLITE
RSS MONTHLY 1-DEG MICROWAVE TOTAL PRECIPITABLE WATER NETCDF,AQUA,AMSR-E,PRECIPITABLE WATER,DISCOVER,,rssm1tpwn,ATMOSPHERE,ATMOSPHERIC WATER VAPOR,SATELLITE
RSS MONTHLY 1-DEG MICROWAVE TOTAL PRECIPITABLE WATER NETCDF,Coriolis,WINDSAT,WATER VAPOR,DISCOVER,,rssm1tpwn,ATMOSPHERE,ATMOSPHERIC WATER VAPOR,SATELLITE
RSS MONTHLY 1-DEG MICROWAVE TOTAL PRECIPITABLE WATER NETCDF,Coriolis,WINDSAT,PRECIPITABLE WATER,DISCOVER,,rssm1tpwn,ATMOSPHERE,ATMOSPHERIC WATER VAPOR,SATELLITE
GPM GROUND VALIDATION ENVIRONMENT CANADA (EC) WIND PROFILER GCPEX,GROUND STATIONS,LAP-3000,WIND PROFILES,GCPEX,,gpmwpecgcpex,ATMOSPHERE,ATMOSPHERIC WINDS,IN SITU LAND BASED
GPM GROUND VALIDATION ENVIRONMENT CANADA (EC) WIND PROFILER GCPEX,GROUND STATIONS,LAP-3000,DOPPLER VELOCITY,GCPEX,,gpmwpecgcpex,SPECTRAL/ENGINEERING,RADAR,IN SITU LAND BASED
GPM GROUND VALIDATION ENVIRONMENT CANADA (EC) WIND PROFILER GCPEX,GROUND STATIONS,LAP-3000,RADAR BACKSCATTER,GCPEX,,gpmwpecgcpex,SPECTRAL/ENGINEERING,RADAR,IN SITU LAND BASED
GPM GROUND VALIDATION ENVIRONMENT CANADA (EC) PASSIVE MICROWAVE RADIOMETER AND SOIL MOISTURE-TEMPERATURE DATA GCPEX,GROUND STATIONS,RADIOMETERS,BRIGHTNESS TEMPERATURE,GCPEX,,gpmradpmgcpex,SPECTRAL/ENGINEERING,INFRARED WAVELENGTHS,IN SITU LAND BASED
GPM GROUND VALIDATION ENVIRONMENT CANADA (EC) PASSIVE MICROWAVE RADIOMETER AND SOIL MOISTURE-TEMPERATURE DATA GCPEX,GROUND STATIONS,RADIOMETERS,SNOW DEPTH,GCPEX,,gpmradpmgcpex,CRYOSPHERE,SNOW/ICE,IN SITU LAND BASED
GPM GROUND VALIDATION ENVIRONMENT CANADA (EC) PASSIVE MICROWAVE RADIOMETER AND SOIL MOISTURE-TEMPERATURE DATA GCPEX,GROUND STATIONS,THERMISTORS,SOIL TEMPERATURE,GCPEX,,gpmradpmgcpex,AGRICULTURE,SOILS,IN SITU LAND BASED
GPM GROUND VALIDATION ENVIRONMENT CANADA (EC) PASSIVE MICROWAVE RADIOMETER AND SOIL MOISTURE-TEMPERATURE DATA GCPEX,GROUND STATIONS,THERMISTORS,SOIL MOISTURE/WATER CONTENT,GCPEX,,gpmradpmgcpex,AGRICULTURE,SOILS,IN SITU LAND BASED
GPM GROUND VALIDATION ENVIRONMENT CANADA (EC) PASSIVE MICROWAVE RADIOMETER AND SOIL MOISTURE-TEMPERATURE DATA GCPEX,GROUND STATIONS,SOIL MOISTURE PROBE,SOIL TEMPERATURE,GCPEX,,gpmradpmgcpex,AGRICULTURE,SOILS,IN SITU LAND BASED
GPM GROUND VALIDATION ENVIRONMENT CANADA (EC) PASSIVE MICROWAVE RADIOMETER AND SOIL MOISTURE-TEMPERATURE DATA GCPEX,GROUND STATIONS,SOIL MOISTURE PROBE,SOIL MOISTURE/WATER CONTENT,GCPEX,,gpmradpmgcpex,AGRICULTURE,SOILS,IN SITU LAND BASED
GPM GROUND VALIDATION ENVIRONMENT CANADA (EC) PASSIVE MICROWAVE RADIOMETER AND SOIL MOISTURE-TEMPERATURE DATA GCPEX,GROUND STATIONS,WATER CONTENT REFLECTOMETER,SOIL TEMPERATURE,GCPEX,,gpmradpmgcpex,AGRICULTURE,SOILS,IN SITU LAND BASED
GPM GROUND VALIDATION ENVIRONMENT CANADA (EC) PASSIVE MICROWAVE RADIOMETER AND SOIL MOISTURE-TEMPERATURE DATA GCPEX,GROUND STATIONS,WATER CONTENT REFLECTOMETER,SOIL MOISTURE/WATER CONTENT,GCPEX,,gpmradpmgcpex,AGRICULTURE,SOILS,IN SITU LAND BASED
GPM GROUND VALIDATION ENVIRONMENT CANADA (EC) RADIOMETER GCPEX,GROUND STATIONS,RADIOMETERS,ATMOSPHERIC WATER VAPOR,GCPEX,,gpmradmecgcpex,ATMOSPHERE,ATMOSPHERIC WATER VAPOR,IN SITU LAND BASED
GPM GROUND VALIDATION ENVIRONMENT CANADA (EC) RADIOMETER GCPEX,GROUND STATIONS,RADIOMETERS,ATMOSPHERIC PRESSURE,GCPEX,,gpmradmecgcpex,ATMOSPHERE,ATMOSPHERIC PRESSURE,IN SITU LAND BASED
GPM GROUND VALIDATION ENVIRONMENT CANADA (EC) RADIOMETER GCPEX,GROUND STATIONS,RADIOMETERS,WATER VAPOR PROFILES,GCPEX,,gpmradmecgcpex,ATMOSPHERE,ATMOSPHERIC WATER VAPOR,IN SITU LAND BASED
GPM GROUND VALIDATION ENVIRONMENT CANADA (EC) RADIOMETER GCPEX,GROUND STATIONS,RADIOMETERS,PRECIPITABLE WATER,GCPEX,,gpmradmecgcpex,ATMOSPHERE,ATMOSPHERIC WATER VAPOR,IN SITU LAND BASED
GPM GROUND VALIDATION ENVIRONMENT CANADA (EC) RADIOMETER GCPEX,GROUND STATIONS,RADIOMETERS,HUMIDITY,GCPEX,,gpmradmecgcpex,ATMOSPHERE,ATMOSPHERIC WATER VAPOR,IN SITU LAND BASED
GPM GROUND VALIDATION ENVIRONMENT CANADA (EC) RADIOMETER GCPEX,GROUND STATIONS,RADIOMETERS,AMBIENT TEMPERATURE,GCPEX,,gpmradmecgcpex,SOLID EARTH,GEOTHERMAL DYNAMICS,IN SITU LAND BASED
GPM GROUND VALIDATION TOTAL PRECIPITATION SENSOR (HOTPLATE) GCPEX,GROUND STATIONS,TOTAL PRECIPITATION SENSOR (HOTPLATE),PRECIPITATION RATE,GCPEX,,gpmtpshpgcpex,ATMOSPHERE,PRECIPITATION,IN SITU LAND BASED
GPM GROUND VALIDATION TOTAL PRECIPITATION SENSOR (HOTPLATE) GCPEX,GROUND STATIONS,TOTAL PRECIPITATION SENSOR (HOTPLATE),PRECIPITATION AMOUNT,GCPEX,,gpmtpshpgcpex,ATMOSPHERE,PRECIPITATION,IN SITU LAND BASED
GPM GROUND VALIDATION TOTAL PRECIPITATION SENSOR (HOTPLATE) GCPEX,GROUND STATIONS,TOTAL PRECIPITATION SENSOR (HOTPLATE),AIR TEMPERATURE,GCPEX,,gpmtpshpgcpex,ATMOSPHERE,ATMOSPHERIC TEMPERATURE,IN SITU LAND BASED
GPM GROUND VALIDATION TOTAL PRECIPITATION SENSOR (HOTPLATE) GCPEX,GROUND STATIONS,TOTAL PRECIPITATION SENSOR (HOTPLATE),WIND SPEED/WIND DIRECTION,GCPEX,,gpmtpshpgcpex,ATMOSPHERE,ATMOSPHERIC WINDS,IN SITU LAND BASED
GPM GROUND VALIDATION TOTAL PRECIPITATION SENSOR (HOTPLATE) GCPEX,GROUND STATIONS,TOTAL PRECIPITATION SENSOR (HOTPLATE),RELATIVE HUMIDITY,GCPEX,,gpmtpshpgcpex,ATMOSPHERE,ATMOSPHERIC WATER VAPOR,IN SITU LAND BASED
GPM GROUND VALIDATION TOTAL PRECIPITATION SENSOR (HOTPLATE) GCPEX,GROUND STATIONS,TOTAL PRECIPITATION SENSOR (HOTPLATE),SURFACE PRESSURE,GCPEX,,gpmtpshpgcpex,ATMOSPHERE,ATMOSPHERIC PRESSURE,IN SITU LAND BASED
GPM GROUND VALIDATION TOTAL PRECIPITATION SENSOR (HOTPLATE) GCPEX,GROUND STATIONS,TOTAL PRECIPITATION SENSOR (HOTPLATE),SOLAR RADIATION,GCPEX,,gpmtpshpgcpex,ATMOSPHERE,ATMOSPHERIC RADIATION,IN SITU LAND BASED
GPM GROUND VALIDATION TOTAL PRECIPITATION SENSOR (HOTPLATE) GCPEX,GROUND STATIONS,TOTAL PRECIPITATION SENSOR (HOTPLATE),LONGWAVE RADIATION,GCPEX,,gpmtpshpgcpex,ATMOSPHERE,ATMOSPHERIC RADIATION,IN SITU LAND BASED
GPM GROUND VALIDATION TOTAL PRECIPITATION SENSOR (HOTPLATE) GCPEX,GROUND STATIONS,TOTAL PRECIPITATION SENSOR (HOTPLATE),LAND SURFACE TEMPERATURE,GCPEX,,gpmtpshpgcpex,LAND SURFACE,LAND TEMPERATURE,IN SITU LAND BASED
GPM GROUND VALIDATION AUTONOMOUS PARSIVEL UNIT (APU) GCPEX,GROUND-BASED OBSERVATIONS,DISDROMETERS,RAIN,GCPEX,,gpmpagcpex,ATMOSPHERE,PRECIPITATION,IN SITU LAND BASED
GPM GROUND VALIDATION AUTONOMOUS PARSIVEL UNIT (APU) GCPEX,GROUND-BASED OBSERVATIONS,DISDROMETERS,DROPLET SIZE,GCPEX,,gpmpagcpex,ATMOSPHERE,PRECIPITATION,IN SITU LAND BASED
GPM GROUND VALIDATION AUTONOMOUS PARSIVEL UNIT (APU) GCPEX,GROUND-BASED OBSERVATIONS,DISDROMETERS,PRECIPITATION RATE,GCPEX,,gpmpagcpex,ATMOSPHERE,PRECIPITATION,IN SITU LAND BASED
GPM GROUND VALIDATION AUTONOMOUS PARSIVEL UNIT (APU) GCPEX,GROUND-BASED OBSERVATIONS,DISDROMETERS,PRECIPITATION AMOUNT,GCPEX,,gpmpagcpex,ATMOSPHERE,PRECIPITATION,IN SITU LAND BASED
GPM GROUND VALIDATION AUTONOMOUS PARSIVEL UNIT (APU) GCPEX,GROUND-BASED OBSERVATIONS,APU,RAIN,GCPEX,,gpmpagcpex,ATMOSPHERE,PRECIPITATION,IN SITU LAND BASED
GPM GROUND VALIDATION AUTONOMOUS PARSIVEL UNIT (APU) GCPEX,GROUND-BASED OBSERVATIONS,APU,DROPLET SIZE,GCPEX,,gpmpagcpex,ATMOSPHERE,PRECIPITATION,IN SITU LAND BASED
GPM GROUND VALIDATION AUTONOMOUS PARSIVEL UNIT (APU) GCPEX,GROUND-BASED OBSERVATIONS,APU,PRECIPITATION RATE,GCPEX,,gpmpagcpex,ATMOSPHERE,PRECIPITATION,IN SITU LAND BASED
GPM GROUND VALIDATION AUTONOMOUS PARSIVEL UNIT (APU) GCPEX,GROUND-BASED OBSERVATIONS,APU,PRECIPITATION AMOUNT,GCPEX,,gpmpagcpex,ATMOSPHERE,PRECIPITATION,IN SITU LAND BASED
GPM GROUND VALIDATION METEOROLOGICAL TOWER ENVIRONMENT CANADA GCPEX,METEOROLOGICAL STATIONS,HUMIDITY SENSORS,HUMIDITY,GCPEX,,gpmmettecgcpex,ATMOSPHERE,ATMOSPHERIC WATER VAPOR,IN SITU LAND BASED
GPM GROUND VALIDATION METEOROLOGICAL TOWER ENVIRONMENT CANADA GCPEX,METEOROLOGICAL STATIONS,TEMPERATURE PROBES,AIR TEMPERATURE,GCPEX,,gpmmettecgcpex,ATMOSPHERE,ATMOSPHERIC TEMPERATURE,IN SITU LAND BASED
GPM GROUND VALIDATION METEOROLOGICAL TOWER ENVIRONMENT CANADA GCPEX,METEOROLOGICAL STATIONS,WIND MONITOR,ATMOSPHERIC WINDS,GCPEX,,gpmmettecgcpex,ATMOSPHERE,ATMOSPHERIC WINDS,IN SITU LAND BASED
GPM GROUND VALIDATION METEOROLOGICAL TOWER ENVIRONMENT CANADA GCPEX,METEOROLOGICAL STATIONS,BAROMETERS,ATMOSPHERIC PRESSURE MEASUREMENTS,GCPEX,,gpmmettecgcpex,ATMOSPHERE,ATMOSPHERIC PRESSURE,IN SITU LAND BASED
GPM GROUND VALIDATION METEOROLOGICAL TOWER ENVIRONMENT CANADA GCPEX,METEOROLOGICAL STATIONS,PYRANOMETERS,SOLAR RADIATION,GCPEX,,gpmmettecgcpex,ATMOSPHERE,ATMOSPHERIC RADIATION,IN SITU LAND BASED
GPM GROUND VALIDATION CONICAL SCANNING MILLIMETER-WAVE IMAGING RADIOMETER (COSMIR) GCPEX,NASA DC-8,COSMIR,MICROWAVE RADIANCE,GCPEX,,gpmcosmirgcpex,SPECTRAL/ENGINEERING,MICROWAVE,AIRCRAFT
GPM GROUND VALIDATION CONICAL SCANNING MILLIMETER-WAVE IMAGING RADIOMETER (COSMIR) GCPEX,NASA DC-8,COSMIR,BRIGHTNESS TEMPERATURE,GCPEX,,gpmcosmirgcpex,SPECTRAL/ENGINEERING,MICROWAVE,AIRCRAFT
GPM GROUND VALIDATION AIRBORNE SECOND GENERATION PRECIPITATION RADAR (APR-2) GCPEX,NASA DC-8,APR-2,DOPPLER VELOCITY,GCPEX,,gpmapr2gcpex,SPECTRAL/ENGINEERING,RADAR,AIRCRAFT
GPM GROUND VALIDATION AIRBORNE SECOND GENERATION PRECIPITATION RADAR (APR-2) GCPEX,NASA DC-8,APR-2,RADAR REFLECTIVITY,GCPEX,,gpmapr2gcpex,SPECTRAL/ENGINEERING,RADAR,AIRCRAFT
GPM GROUND VALIDATION AIRBORNE SECOND GENERATION PRECIPITATION RADAR (APR-2) GCPEX,NASA DC-8,APR-2,RADAR BACKSCATTER,GCPEX,,gpmapr2gcpex,SPECTRAL/ENGINEERING,RADAR,AIRCRAFT
GPM GROUND VALIDATION AIRBORNE SECOND GENERATION PRECIPITATION RADAR (APR-2) GCPEX,NASA DC-8,APR-2,PRECIPITATION RATE,GCPEX,,gpmapr2gcpex,SPECTRAL/ENGINEERING,RADAR,AIRCRAFT
GPM GROUND VALIDATION ENVIRONMENT CANADA (EC) MICRO RAIN RADAR (MRR) GCPEX,GROUND STATIONS,MRR,PRECIPITATION RATE,GCPEX,,gpmmrrecgcpex,ATMOSPHERE,PRECIPITATION,IN SITU LAND BASED
GPM GROUND VALIDATION ENVIRONMENT CANADA (EC) MICRO RAIN RADAR (MRR) GCPEX,GROUND STATIONS,MRR,HYDROMETEORS,GCPEX,,gpmmrrecgcpex,ATMOSPHERE,PRECIPITATION,IN SITU LAND BASED
GPM GROUND VALIDATION ENVIRONMENT CANADA (EC) MICRO RAIN RADAR (MRR) GCPEX,GROUND STATIONS,MRR,DOPPLER VELOCITY,GCPEX,,gpmmrrecgcpex,SPECTRAL/ENGINEERING,RADAR,IN SITU LAND BASED
GPM GROUND VALIDATION ENVIRONMENT CANADA (EC) MICRO RAIN RADAR (MRR) GCPEX,GROUND STATIONS,MRR,RADAR BACKSCATTER,GCPEX,,gpmmrrecgcpex,SPECTRAL/ENGINEERING,RADAR,IN SITU LAND BASED
GPM GROUND VALIDATION ENVIRONMENT CANADA (EC) MICRO RAIN RADAR (MRR) GCPEX,GROUND STATIONS,MRR,RETURN POWER,GCPEX,,gpmmrrecgcpex,SPECTRAL/ENGINEERING,RADAR,IN SITU LAND BASED
GRIP HURRICANE IMAGING RADIOMETER (HIRAD),NASA WB-57,HIRAD,SURFACE WINDS,GRIP,,griphirad,ATMOSPHERE,ATMOSPHERIC WINDS,AIRCRAFT
GRIP HURRICANE IMAGING RADIOMETER (HIRAD),NASA WB-57,HIRAD,PRECIPITATION RATE,GRIP,,griphirad,ATMOSPHERE,PRECIPITATION,AIRCRAFT
GPM GROUND VALIDATION WYOMING CLOUD RADAR (WCR) LPVEX,WYOMING KING AIRCRAFT,WCR,DOPPLER VELOCITY,LPVEX,,gpmwcrlpvex,SPECTRAL/ENGINEERING,RADAR,AIRCRAFT
GPM GROUND VALIDATION WYOMING CLOUD RADAR (WCR) LPVEX,WYOMING KING AIRCRAFT,WCR,RADAR REFLECTIVITY,LPVEX,,gpmwcrlpvex,SPECTRAL/ENGINEERING,RADAR,AIRCRAFT
