COLLECTION,DATASET_NAME,PROC_LEVEL,DS_START_DATE,DS_STOP_DATE,DS_N_LAT,DS_S_LAT,DS_W_LON,DS_E_LON,LOCATION,FORMAT,TEMP_RESOLUTION,SPATIAL_RESOLUTION,CONTACT,PHONE,INV_NAME,BROWSE_AVAIL,DIF,DS_COMMENTS,IMS_VISIBLE,DS_SHORT_NAME,DIF_ORIGIN,SDPN,RESTRICTED_COMMENTS,IMS_DATE,DS_FTP_URL,LOCAL_VISIBLE,LOCAL_DATE,TRANS_START_DATE,TRANS_STOP_DATE,TRANS_NEW_HOME,LAST_REVIEW_DATE,DISPLAY_DS_NAME,SPONSOR,CATALOG_NAME,SUB_INV,DP_VISIBLE,DP_DATE,DS_TYPE,DP_DIR_PATH,NAV_INV,NAV_DS,BR_FTP_PATH,DATA_LOC,SUBSET_AVAIL,VERSION,COORD_SYSTEM,GRANULE_SPATIAL_REPR,ECHOID,DP_START_DATE,DP_STOP_DATE,REGISTRATION,PERIODIC_UPDATE,INV_COORD,ENTERED,PUSH_LOCALPATH,PUSH_ENABLED,PUSH_DISABLEDBY,PUSH_DISABLEDON,PUSH_BECAUSE
SSM/I Products,RSS SSM/I OCEAN PRODUCT GRIDS WEEKLY AVERAGE FROM DMSP F11 NETCDF,2,1-Dec-91,20-May-00,90,-90,-180,180,GLOBAL,NETCDF,WEEKLY,.25x.25 degree grid,FRANK WENTZ,707-545-2904,SSMI_INV,Y,rssmif11w,"This dataset is part of the collection of Special Sensor Microwave/Imager (SSM/I) and Special Sensor Microwave Imager Sounder (SSMIS) data products produced as part of NASA's MEaSUREs Program.  Remote Sensing Systems generates SSM/I and SSMIS binary data products using a unified, physically based algorithm to simultaneously retrieve ocean wind speed (at 10 meters), water vapor, cloud water, and rain rate.  The SSMIS data have been carefully intercalibrated on the brightness temperature level with the previous SSM/I and therefore extend this important time series of ocean winds, vapor, cloud and rain values.  This algorithm is a product of 20 years of refinements, improvements, and verifications.  The Global Hydrology Resource Center has reformatted the binary data into a netCDF data product for each temporal group for each satellite.  The netCDF SSMI/SSMIS collection will be available for F8, F10, F11, F12, F14, F15, F17 for each temporal aggregation: daily, 3-day, weekly and monthly.",Y,rssmif11w,GHRC,,,8-Aug-12,,Y,8-Aug-12,,,,7-Aug-12,RSS SSM/I Ocean Product Grids Weekly Average from DMSP F11 netCDF,DISCOVER,,,N,,,/ftp/public/pub/ssmi/f11/weekly/data/,,,,GHRC-LT01,N,7,CARTESIAN,CARTESIAN,RSS SSM/I OCEAN PRODUCT GRIDS WEEKLY AVERAGE FROM DMSP F11 NETCDF V7,,,0,0,0,28-Jun-12,,,,,
SSM/I Products,RSS SSM/I OCEAN PRODUCT GRIDS DAILY FROM DMSP F10 NETCDF,2,8-Dec-90,14-Nov-97,90,-90,-180,180,GLOBAL,NETCDF,DAILY,.25x.25 degree grid,FRANK WENTZ,707-545-2904,SSMI_INV,Y,rssmif10d,"This dataset is part of the collection of Special Sensor Microwave/Imager (SSM/I) and Special Sensor Microwave Imager Sounder (SSMIS) data products produced as part of NASA's MEaSUREs Program.  Remote Sensing Systems generates SSM/I and SSMIS binary data products using a unified, physically based algorithm to simultaneously retrieve ocean wind speed (at 10 meters), water vapor, cloud water, and rain rate.  The SSMIS data have been carefully intercalibrated on the brightness temperature level with the previous SSM/I and therefore extend this important time series of ocean winds, vapor, cloud and rain values.  This algorithm is a product of 20 years of refinements, improvements, and verifications.  The Global Hydrology Resource Center has reformatted the binary data into a netCDF data product for each temporal group for each satellite.  The netCDF SSMI/SSMIS collection will be available for F8, F10, F11, F12, F14, F15, F17 for each temporal aggregation: daily, 3-day, weekly and monthly.",Y,rssmif10d,GHRC,,,8-Aug-12,,Y,8-Aug-12,,,,7-Aug-12,RSS SSM/I Ocean Product Grids Daily from DMSP F10 netCDF,DISCOVER,,,N,,,/ftp/public/pub/ssmi/f10/daily/data/,,,,GHRC-LT01,N,7,CARTESIAN,CARTESIAN,RSS SSM/I OCEAN PRODUCT GRIDS DAILY FROM DMSP F10 NETCDF V7,,,0,0,0,28-Jun-12,,,,,
SSM/I Products,RSS SSM/I OCEAN PRODUCT GRIDS 3-DAY AVERAGE FROM DMSP F10 NETCDF,2,6-Dec-90,14-Nov-97,90,-90,-180,180,GLOBAL,NETCDF,3 DAY,.25x.25 degree grid,FRANK WENTZ,707-545-2904,SSMI_INV,Y,rssmif10d3d,"This dataset is part of the collection of Special Sensor Microwave/Imager (SSM/I) and Special Sensor Microwave Imager Sounder (SSMIS) data products produced as part of NASA's MEaSUREs Program.  Remote Sensing Systems generates SSM/I and SSMIS binary data products using a unified, physically based algorithm to simultaneously retrieve ocean wind speed (at 10 meters), water vapor, cloud water, and rain rate.  The SSMIS data have been carefully intercalibrated on the brightness temperature level with the previous SSM/I and therefore extend this important time series of ocean winds, vapor, cloud and rain values.  This algorithm is a product of 20 years of refinements, improvements, and verifications.  The Global Hydrology Resource Center has reformatted the binary data into a netCDF data product for each temporal group for each satellite.  The netCDF SSMI/SSMIS collection will be available for F8, F10, F11, F12, F14, F15, F17 for each temporal aggregation: daily, 3-day, weekly and monthly.",Y,rssmif10d3d,GHRC,,,8-Aug-12,,Y,8-Aug-12,,,,7-Aug-12,RSS SSM/I Ocean Product Grids 3-Day Average from DMSP F10 netCDF,DISCOVER,,,N,,,/ftp/public/pub/ssmi/f10/3day/data/,,,,GHRC-LT01,N,7,CARTESIAN,CARTESIAN,RSS SSM/I OCEAN PRODUCT GRIDS 3-DAY AVERAGE FROM DMSP F10 NETCDF V7,,,0,0,0,28-Jun-12,,,,,
SSM/I Products,RSS SSM/I OCEAN PRODUCT GRIDS MONTHLY AVERAGE FROM DMSP F10 NETCDF,2,1-Dec-90,30-Nov-97,90,-90,-180,180,GLOBAL,NETCDF,MONTHLY,.25x.25 degree grid,FRANK WENTZ,707-545-2904,SSMI_INV,Y,rssmif10m,"This dataset is part of the collection of Special Sensor Microwave/Imager (SSM/I) and Special Sensor Microwave Imager Sounder (SSMIS) data products produced as part of NASA's MEaSUREs Program.  Remote Sensing Systems generates SSM/I and SSMIS binary data products using a unified, physically based algorithm to simultaneously retrieve ocean wind speed (at 10 meters), water vapor, cloud water, and rain rate.  The SSMIS data have been carefully intercalibrated on the brightness temperature level with the previous SSM/I and therefore extend this important time series of ocean winds, vapor, cloud and rain values.  This algorithm is a product of 20 years of refinements, improvements, and verifications.  The Global Hydrology Resource Center has reformatted the binary data into a netCDF data product for each temporal group for each satellite.  The netCDF SSMI/SSMIS collection will be available for F8, F10, F11, F12, F14, F15, F17 for each temporal aggregation: daily, 3-day, weekly and monthly.",Y,rssmif10m,GHRC,,,8-Aug-12,,Y,8-Aug-12,,,,7-Aug-12,RSS SSM/I Ocean Product Grids Monthly Average from DMSP F10 netCDF,DISCOVER,,,N,,,/ftp/public/pub/ssmi/f10/monthly/data/,,,,GHRC-LT01,N,7,CARTESIAN,CARTESIAN,RSS SSM/I OCEAN PRODUCT GRIDS MONTHLY AVERAGE FROM DMSP F10 NETCDF V7,,,0,0,0,28-Jun-12,,,,,
SSM/I Products,RSS SSM/I OCEAN PRODUCT GRIDS WEEKLY AVERAGE FROM DMSP F10 NETCDF,2,2-Dec-90,15-Nov-97,90,-90,-180,180,GLOBAL,NETCDF,WEEKLY,.25x.25 degree grid,FRANK WENTZ,707-545-2904,SSMI_INV,Y,rssmif10w,"This dataset is part of the collection of Special Sensor Microwave/Imager (SSM/I) and Special Sensor Microwave Imager Sounder (SSMIS) data products produced as part of NASA's MEaSUREs Program.  Remote Sensing Systems generates SSM/I and SSMIS binary data products using a unified, physically based algorithm to simultaneously retrieve ocean wind speed (at 10 meters), water vapor, cloud water, and rain rate.  The SSMIS data have been carefully intercalibrated on the brightness temperature level with the previous SSM/I and therefore extend this important time series of ocean winds, vapor, cloud and rain values.  This algorithm is a product of 20 years of refinements, improvements, and verifications.  The Global Hydrology Resource Center has reformatted the binary data into a netCDF data product for each temporal group for each satellite.  The netCDF SSMI/SSMIS collection will be available for F8, F10, F11, F12, F14, F15, F17 for each temporal aggregation: daily, 3-day, weekly and monthly.",Y,rssmif10w,GHRC,,,8-Aug-12,,Y,8-Aug-12,,,,7-Aug-12,RSS SSM/I Ocean Product Grids Weekly Average from DMSP F10 netCDF,DISCOVER,,,N,,,/ftp/public/pub/ssmi/f10/weekly/data/,,,,GHRC-LT01,N,7,CARTESIAN,CARTESIAN,RSS SSM/I OCEAN PRODUCT GRIDS WEEKLY AVERAGE FROM DMSP F10 NETCDF V7,,,0,0,0,28-Jun-12,,,,,
SSM/I Products,RSS SSM/I OCEAN PRODUCT GRIDS DAILY FROM DMSP F8 NETCDF,2,9-Jul-87,31-Dec-91,90,-90,-180,180,GLOBAL,NETCDF,DAILY,.25x.25 degree grid,FRANK WENTZ,707-545-2904,SSMI_INV,Y,rssmif08d,"This dataset is part of the collection of Special Sensor Microwave/Imager (SSM/I) and Special Sensor Microwave Imager Sounder (SSMIS) data products produced as part of NASA's MEaSUREs Program.  Remote Sensing Systems generates SSM/I and SSMIS binary data products using a unified, physically based algorithm to simultaneously retrieve ocean wind speed (at 10 meters), water vapor, cloud water, and rain rate.  The SSMIS data have been carefully intercalibrated on the brightness temperature level with the previous SSM/I and therefore extend this important time series of ocean winds, vapor, cloud and rain values.  This algorithm is a product of 20 years of refinements, improvements, and verifications.  The Global Hydrology Resource Center has reformatted the binary data into a netCDF data product for each temporal group for each satellite.  The netCDF SSMI/SSMIS collection will be available for F8, F10, F11, F12, F14, F15, F17 for each temporal aggregation: daily, 3-day, weekly and monthly.",Y,rssmif08d,GHRC,,,8-Aug-12,,Y,8-Aug-12,,,,31-Oct-12,RSS SSM/I Ocean Product Grids Daily from DMSP F8 netCDF,DISCOVER,,,N,,,/ftp/public/pub/ssmi/f08/daily/data/,,,,GHRC-LT01,N,7,CARTESIAN,CARTESIAN,RSS SSM/I OCEAN PRODUCT GRIDS DAILY FROM DMSP F8 NETCDF V7,,,0,0,0,28-Jun-12,,,,,
SSM/I Products,RSS SSM/I OCEAN PRODUCT GRIDS 3-DAY AVERAGE FROM DMSP F8 NETCDF,2,7-Jul-87,31-Dec-91,90,-90,-180,180,GLOBAL,NETCDF,3 DAY,.25x.25 degree grid,FRANK WENTZ,707-545-2904,SSMI_INV,Y,rssmif08d3d,"This dataset is part of the collection of Special Sensor Microwave/Imager (SSM/I) and Special Sensor Microwave Imager Sounder (SSMIS) data products produced as part of NASA's MEaSUREs Program.  Remote Sensing Systems generates SSM/I and SSMIS binary data products using a unified, physically based algorithm to simultaneously retrieve ocean wind speed (at 10 meters), water vapor, cloud water, and rain rate.  The SSMIS data have been carefully intercalibrated on the brightness temperature level with the previous SSM/I and therefore extend this important time series of ocean winds, vapor, cloud and rain values.  This algorithm is a product of 20 years of refinements, improvements, and verifications.  The Global Hydrology Resource Center has reformatted the binary data into a netCDF data product for each temporal group for each satellite.  The netCDF SSMI/SSMIS collection will be available for F8, F10, F11, F12, F14, F15, F17 for each temporal aggregation: daily, 3-day, weekly and monthly.",Y,rssmif08d3d,GHRC,,,8-Aug-12,,Y,8-Aug-12,,,,31-Oct-12,RSS SSM/I Ocean Product Grids 3-Day Average from DMSP F8 netCDF,DISCOVER,,,N,,,/ftp/public/pub/ssmi/f08/3day/data/,,,,GHRC-LT01,N,7,CARTESIAN,CARTESIAN,RSS SSM/I OCEAN PRODUCT GRIDS 3-DAY AVERAGE FROM DMSP F8 NETCDF V7,,,0,0,0,28-Jun-12,,,,,
SSM/I Products,RSS SSM/I OCEAN PRODUCT GRIDS MONTHLY AVERAGE FROM DMSP F8 NETCDF,2,1-Jul-87,31-Dec-91,90,-90,-180,180,GLOBAL,NETCDF,MONTHLY,.25x.25 degree grid,FRANK WENTZ,707-545-2904,SSMI_INV,Y,rssmif08m,"This dataset is part of the collection of Special Sensor Microwave/Imager (SSM/I) and Special Sensor Microwave Imager Sounder (SSMIS) data products produced as part of NASA's MEaSUREs Program.  Remote Sensing Systems generates SSM/I and SSMIS binary data products using a unified, physically based algorithm to simultaneously retrieve ocean wind speed (at 10 meters), water vapor, cloud water, and rain rate.  The SSMIS data have been carefully intercalibrated on the brightness temperature level with the previous SSM/I and therefore extend this important time series of ocean winds, vapor, cloud and rain values.  This algorithm is a product of 20 years of refinements, improvements, and verifications.  The Global Hydrology Resource Center has reformatted the binary data into a netCDF data product for each temporal group for each satellite.  The netCDF SSMI/SSMIS collection will be available for F8, F10, F11, F12, F14, F15, F17 for each temporal aggregation: daily, 3-day, weekly and monthly.",Y,rssmif08m,GHRC,,,8-Aug-12,,Y,8-Aug-12,,,,31-Oct-12,RSS SSM/I Ocean Product Grids Monthly Average from DMSP F8 netCDF,DISCOVER,,,N,,,/ftp/public/pub/ssmi/f08/monthly/data/,,,,GHRC-LT01,N,7,CARTESIAN,CARTESIAN,RSS SSM/I OCEAN PRODUCT GRIDS MONTHLY AVERAGE FROM DMSP F8 NETCDF V7,,,0,0,0,28-Jun-12,,,,,
GPM-GV MC3E Products,GPM GROUND VALIDATION SATELLITE SIMULATED ORBITS MC3E,4,25-Apr-11,21-May-11,43,28,-121,-91,OKLAHOMA,NETCDF3,HOURLY FILES,,TOSHIHISA MATSUI,(301) 614-5658,GPM_INV,N,gpmsimorbmc3e,"The Satellite Simulator database is available for several campaigns: Light Precipitation Evaluation Experiment (LPVEX), Midlatitude Continental Convective Clouds Experiment (MC3E), Tropical Warm Pool - International Cloud Experiment (TWP-ICE) and Canadian Cloudsat/Calipso Validation Project (C3VP).  The Orbital database takes account for the atmospheric profiles, the cloud/rain profiles, and the detailed surface/terrain information from the Cloud-Resolving Model (CRM) database.  Unique geometry and antenna gain patters of each sensor (GMI imager, GMI sounder, DPR Ku, DPR Ka_MA, DPR Ka_HS) are considered.  The Orbital database consists of satellite orbit parameters, geolocation of IFOV/EFOV and satellite location, and simulated L1B/L2-like parameters in satellite orbital grid.  Orbital data covers a portion of sampling right over the Cloud-resolving model (CRM) domain. All orbital data format is NetCDF3, and it contains dimensions, parameter descriptions, and parameter units. Each project's data  is distributed as a separate dataset.   MC3E occurred in Oklahoma, USA in 2011;  LPVEX took place in Finland in  2010; C3VP experiment was held in Canada in 2007 and TWP-ICE took place in Australia in 2006.",Y,gpmsimorbmc3e,GHRC ,,,3-Jul-13,,Y,25-Jun-13,,,,25-Jun-13,GPM Ground Validation Satellite Simulated Orbits MC3E,GPMGV,,,N,,,/ftp/public/gpm_validation/related_projects/simulated_orbits/MC3E/data/,,,,GHRC-FC02,N,1,CARTESIAN,CARTESIAN,GPM GROUND VALIDATION SATELLITE SIMULATED ORBITS MC3E V1,,,1,0,0,25-Jun-13,,,,,
GPM-GV GCPEx Products,GPM GROUND VALIDATION ENVIRONMENT CANADA (EC) PASSIVE MICROWAVE RADIOMETER AND SOIL MOISTURE-TEMPERATURE DATA GCPEX,1A,5-Dec-11,3-Mar-12,44.3,44.2,-79.8,-79.7,"ONTARIO, CANADA",EXCEL-XLSX,ONE FILE,1.3mx2.2m,CHRIS DERKSEN,416-739-4354,GPM_INV,N,gpmradpmgcpex,"The GPM Ground Validation Environment Canada (EC) Passive Microwave Radiometer and Soil Moisture-Temperature Data GCPEx dataset gathered data during the GPM Cold-season Precipitation Experiment (GCPEx) at the CARE site in Ontario, Canada during the winter season 2011-2012.  Data collected includes microwave brightness temperatures, snow and soil/snow-air interface (ground surface temperatures), soil surface temperatures, and soil volumetric water content.  These data were acquired by multiple instruments: a passive microwave radiometer, a water content reflectometer, thermistors, soil moisture probe.",Y,gpmradpmgcpex,GHRC,,,18-Oct-13,,Y,18-Oct-13,,,,18-Oct-13,GPM Ground Validation Environment Canada (EC) Passive Microwave Radiometer and Soil Moisture-Temperature Data GCPEx,GPMGV,,,N,,,/ftp/public/gpm_validation/gcpex/radiometer_pm_CARE/data/,,,,GHRC-FC02,N,1,CARTESIAN,CARTESIAN,GPM GROUND VALIDATION ENVIRONMENT CANADA (EC) PASSIVE MICROWAVE RADIOMETER AND SOIL MOISTURE-TEMPERATURE DATA GCPEX V1,,,1,0,0,21-Sep-12,,,,,
GPM_GV Related Products,GPM GROUND VALIDATION SATELLITE SIMULATED ORBITS C3VP,4,20-Jan-07,23-Jan-07,75,34,25,23,CANADA,NETCDF3,HOURLY FILES,,TOSHIHISA MATSUI,(301) 614-5658,GPM_INV,N,gpmsimorbc3vp,"The Satellite Simulator database is available for several campaigns: Light Precipitation Evaluation Experiment (LPVEX), Midlatitude Continental Convective Clouds Experiment (MC3E), Tropical Warm Pool - International Cloud Experiment (TWP-ICE) and Canadian Cloudsat/Calipso Validation Project (C3VP).  The Orbital database takes account for the atmospheric profiles, the cloud/rain profiles, and the detailed surface/terrain information from the Cloud-Resolving Model (CRM) database.  Unique geometry and antenna gain patters of each sensor (GMI imager, GMI sounder, DPR Ku, DPR Ka_MA, DPR Ka_HS) are considered.  The Orbital database consists of satellite orbit parameters, geolocation of IFOV/EFOV and satellite location, and simulated L1B/L2-like parameters in satellite orbital grid.  Orbital data covers a portion of sampling right over the Cloud-resolving model (CRM) domain. All orbital data format is NetCDF3, and it contains dimensions, parameter descriptions, and parameter units. Each project's data  is distributed as a separate dataset.   MC3E occurred in Oklahoma, USA in 2011;  LPVEX took place in Finland in  2010; C3VP experiment was held in Canada in 2007 and TWP-ICE took place in Australia in 2006.",Y,gpmsimorbc3vp,GHRC ,,,3-Jul-13,,Y,25-Jun-13,,,,25-Jun-13,GPM Ground Validation Satellite Simulated Orbits C3VP,GPMGV,,,N,,,/ftp/public/gpm_validation/related_projects/simulated_orbits/C3VP/data/,,,,GHRC-FC02,N,1,CARTESIAN,CARTESIAN,GPM GROUND VALIDATION SATELLITE SIMULATED ORBITS C3VP V1,,,1,0,0,25-Jun-13,,,,,
GPM_GV Related Products,GPM GROUND VALIDATION SATELLITE SIMULATED ORBITS TWP-ICE,4,23-Jan-06,6-Feb-06,-10,-25,125,140,AUSTRALIA,NETCDF3,HOURLY FILES,,TOSHIHISA MATSUI,(301) 614-5658,GPM_INV,N,gpmsimorbtwpice,"The Satellite Simulator database is available for several campaigns: Light Precipitation Evaluation Experiment (LPVEX), Midlatitude Continental Convective Clouds Experiment (MC3E), Tropical Warm Pool - International Cloud Experiment (TWP-ICE) and Canadian Cloudsat/Calipso Validation Project (C3VP).  The Orbital database takes account for the atmospheric profiles, the cloud/rain profiles, and the detailed surface/terrain information from the Cloud-Resolving Model (CRM) database.  Unique geometry and antenna gain patters of each sensor (GMI imager, GMI sounder, DPR Ku, DPR Ka_MA, DPR Ka_HS) are considered.  The Orbital database consists of satellite orbit parameters, geolocation of IFOV/EFOV and satellite location, and simulated L1B/L2-like parameters in satellite orbital grid.  Orbital data covers a portion of sampling right over the Cloud-resolving model (CRM) domain. All orbital data format is NetCDF3, and it contains dimensions, parameter descriptions, and parameter units. Each project's data  is distributed as a separate dataset.   MC3E occurred in Oklahoma, USA in 2011;  LPVEX took place in Finland in  2010; C3VP experiment was held in Canada in 2007 and TWP-ICE took place in Australia in 2006.",Y,gpmsimorbtwpice,GHRC ,,,3-Jul-13,,Y,25-Jun-13,,,,25-Jun-13,GPM Ground Validation Satellite Simulated Orbits TWP-ICE,GPMGV,,,N,,,/ftp/public/gpm_validation/related_projects/simulated_orbits/TWPICE/data/,,,,GHRC-FC02,N,1,CARTESIAN,CARTESIAN,GPM GROUND VALIDATION SATELLITE SIMULATED ORBITS TWP-ICE V1,,,1,0,0,25-Jun-13,,,,,
